clust_id,clust_rep,new_Kingdom,new_Phylum,new_Class,new_Order,new_Family,new_Genus,new_Species,problematic_tax
11836,FPLK01001696.9.1481,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
11838,FPLK01002294.20.1520,Bacteria,Actinobacteria,Actinobacteria,PeM15,metagenome/Ambiguous_taxa,metagenome/Ambiguous_taxa,metagenomeAmbiguous_taxa metagenome/Ambiguous_taxa(2),Disc.Fam_metagenome/Ambiguous_taxa(2)
11852,FPLL01001575.10.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ambiguous_taxa/uncultured proteobacterium,Ambiguous_taxa/uncultured proteobacterium,Ambiguous_taxauncultured proteobacterium Ambiguous_taxa/proteobacterium(2),Disc.Fam_Ambiguous_taxa/uncultured proteobacterium(2)
11858,FPLL01003181.20.1518,Bacteria,Armatimonadetes,uncultured,Ambiguous_taxa/metagenome,Ambiguous_taxa/metagenome,Ambiguous_taxa/metagenome,Ambiguous_taxametagenome Ambiguous_taxa/metagenome(2),Disc.Ord_Ambiguous_taxa/metagenome(2)
11881,FPLM01001816.16.1518,Bacteria,Actinobacteria,Actinobacteria,PeM15,metagenome/uncultured bacterium,metagenome/uncultured bacterium,metagenomeuncultured bacterium metagenome/bacterium(2),Disc.Fam_metagenome/uncultured bacterium(2)
11884,FPLM01003124.17.1529,Bacteria,Firmicutes,Clostridia,DTU014,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
11886,FPLM01003336.11.1510,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
11893,FPLM01006530.8.1523,Bacteria,Proteobacteria,Gammaproteobacteria,Run-SP154,metagenome/uncultured bacterium,metagenome/uncultured bacterium,metagenomeuncultured bacterium metagenome/bacterium(2),Disc.Fam_metagenome/uncultured bacterium(2)
11909,FPLP01002552.16.1479,Bacteria,Chloroflexi,Anaerolineae,SBR1031,metagenome/wastewater metagenome,metagenome/wastewater metagenome,metagenomewastewater metagenome metagenome(1),Disc.Fam_metagenome/wastewater metagenome(2)
11915,FPLP01004215.1.1431,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
1193,EF574585.1.1447,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium/Ambiguous_taxa/uncultured marine eukaryote/unidentified marine bacterioplankton,uncultured bacterium/Ambiguous_taxa/uncultured marine eukaryote/unidentified marine bacterioplankton,uncultured bacteriumAmbiguous_taxauncultured marine eukaryoteunidentified marine bacterioplankton bacterium/Ambiguous_taxa/eukaryote/bacterioplankton(4),Disc.Fam_uncultured bacterium/Ambiguous_taxa/uncultured marine eukaryote/unidentified marine bacterioplankton(4)
11933,FPLP01011907.16.1468,Bacteria,Patescibacteria,Microgenomatia,Candidatus Curtissbacteria,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
11954,FPLS01004511.13.1507,Bacteria,FBP,metagenome/uncultured bacterium,metagenome/uncultured bacterium,metagenome/uncultured bacterium,metagenome/uncultured bacterium,metagenomeuncultured bacterium metagenome/bacterium(2),Disc.Class_)metagenome/uncultured bacterium(2)
11967,FPLS01011547.9.1471,Bacteria,Chloroflexi/Proteobacteria,JG30-KF-CM66/Gammaproteobacteria,Ambiguous_taxa/Xanthomonadales,Ambiguous_taxa/Xanthomonadaceae,Ambiguous_taxa/Lysobacter,Ambiguous_taxaLysobacter Ambiguous_taxa/proteobacterium(2),Disc.Phy_)Chloroflexi/Proteobacteria(2)
11970,FPLS01012712.19.1548,Bacteria,Acidobacteria,Subgroup 6,metagenome/Ambiguous_taxa,metagenome/Ambiguous_taxa,metagenome/Ambiguous_taxa,metagenomeAmbiguous_taxa metagenome/Ambiguous_taxa(2),Disc.Ord_metagenome/Ambiguous_taxa(2)
12026,FPLS01049827.16.1549,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxauncultured Acidobacteria bacterium Ambiguous_taxa/bacterium(2),Disc.Ord_Ambiguous_taxa/uncultured Acidobacteria bacterium(2)
12035,FPLS01051469.16.1504,Bacteria,Armatimonadetes,uncultured,metagenome/uncultured bacterium,metagenome/uncultured bacterium,metagenome/uncultured bacterium,metagenomeuncultured bacterium metagenome/bacterium(2),Disc.Ord_metagenome/uncultured bacterium(2)
12037,FPLS01052289.117.1555,Eukaryota,Opisthokonta,Nucletmycea,Fungi,Ambiguous_taxa/Russulaceae,Ambiguous_taxa/Lactarius,Ambiguous_taxaLactarius Ambiguous_taxa/metagenome(2),Disc.Fam_Ambiguous_taxa/Russulaceae(2)
12041,FPLS01057631.16.1544,Bacteria,Acidobacteria,Subgroup 6,metagenome/uncultured Acidobacteria bacterium,metagenome/uncultured Acidobacteria bacterium,metagenome/uncultured Acidobacteria bacterium,metagenomeuncultured Acidobacteria bacterium metagenome/bacterium(2),Disc.Ord_metagenome/uncultured Acidobacteria bacterium(2)
12069,FR667762.1.1502,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae/Gallionellaceae,GOUTA6/Sideroxydans,GOUTA6Sideroxydans Ambiguous_taxa/bacterium(2),Disc.Fam_Nitrosomonadaceae/Gallionellaceae(2)
1207,EU804944.1.1509,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured bacterium/Ambiguous_taxa,uncultured bacterium/Ambiguous_taxa,uncultured bacteriumAmbiguous_taxa bacterium/Ambiguous_taxa(2),Disc.Fam_uncultured bacterium/Ambiguous_taxa(2)
12085,FR683979.1.1495,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured marine bacterium/uncultured gamma proteobacterium,uncultured marine bacterium/uncultured gamma proteobacterium,uncultured marine bacteriumuncultured gamma proteobacterium bacterium/proteobacterium(2),Disc.Fam_uncultured marine bacterium/uncultured gamma proteobacterium(2)
12087,FR684690.1.1495,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa/uncultured marine bacterium,Ambiguous_taxa/uncultured marine bacterium,Ambiguous_taxauncultured marine bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured marine bacterium(2)
121,GU045534.1.1526,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales/Pseudonocardiales,Streptomycetaceae/Pseudonocardiaceae,Streptomyces/Amycolatopsis,StreptomycesAmycolatopsis Ambiguous_taxa/QLS50/aureus/avermitilis/F7-10/sp./D27/spiroverticillatus/coloradensis/PL95/F7-5/longisporoflavus/CF020/KhCrAH334/kanamyceticus/172123/G1_9/PJ33(18),Disc.Ord_Streptomycetales/Pseudonocardiales(2)
12117,FR853037.1.1525,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,uncultured bacterium/uncultured delta proteobacterium,uncultured bacterium/uncultured delta proteobacterium,uncultured bacteriumuncultured delta proteobacterium bacterium/proteobacterium(2),Disc.Fam_uncultured bacterium/uncultured delta proteobacterium(2)
12124,FR865549.2.1769,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Ambiguous_taxa/Chlorophyceae,Ambiguous_taxa/Chlamydomonadaceae sp. WTwin6/3T-4d,Ambiguous_taxaChlamydomonadaceae sp. WTwin6/3T-4d Ambiguous_taxa/WTwin6/3T-4d(2),Disc.Fam_Ambiguous_taxa/Chlorophyceae(2)
12147,FUFK010758385.213.1674,Archaea,Euryarchaeota,Thermoplasmata,Marine Group III,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Fam_Ambiguous_taxa/uncultured archaeon(2)
12161,FX536153.1169.2997,Eukaryota,SAR,Stramenopiles,Peronosporomycetes,Pythium/Phytophthora,Pythium insidiosum,Pythium insidiosum insidiosum(1),Disc.Fam_Pythium/Phytophthora(2)
12166,GADD01002898.148.1620,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Pyropia haitanensis,Ambiguous_taxa/Pyropia haitanensis,Ambiguous_taxaPyropia haitanensis Ambiguous_taxa/haitanensis(2),Disc.Fam_Ambiguous_taxa/Pyropia haitanensis(2)
12187,GBSK01046594.463.2000,Bacteria/Ambiguous_taxa,Cyanobacteria/Ambiguous_taxa,Oxyphotobacteria/Ambiguous_taxa,Chloroplast/Ambiguous_taxa,Mesostigma viride/Ambiguous_taxa,Mesostigma viride/Ambiguous_taxa,Mesostigma virideAmbiguous_taxa viride(1),Disc.King_)Bacteria/Ambiguous_taxa(2)
12189,GBTV01025759.129.1871,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Azolla filiculoides/Ambiguous_taxa,Azolla filiculoides/Ambiguous_taxa,Azolla filiculoidesAmbiguous_taxa filiculoides/Ambiguous_taxa(2),Disc.Fam_Azolla filiculoides/Ambiguous_taxa(2)
12191,GBYS01010499.306.1788,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Oryza meyeriana,Ambiguous_taxa/Oryza meyeriana,Ambiguous_taxaOryza meyeriana Ambiguous_taxa/meyeriana(2),Disc.Fam_Ambiguous_taxa/Oryza meyeriana(2)
12203,GFAR01082528.154.2031,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Allium ampeloprasum (leek)/Aegypius monachus (black vulture),Allium ampeloprasum (leek)/Aegypius monachus (black vulture),Allium ampeloprasum (leek)Aegypius monachus (black vulture) (leek)/vulture)(2),Disc.Fam_Allium ampeloprasum (leek)/Aegypius monachus (black vulture)(2)
1221,GAHT01000108.3333.5287,Bacteria,Proteobacteria/Ambiguous_taxa,Alphaproteobacteria/Ambiguous_taxa,Rickettsiales/Ambiguous_taxa,Mitochondria/Ambiguous_taxa,Ambiguous_taxa/Podophyllum peltatum/Agapanthus praecox subsp. orientalis/Pleea tenuifolia/Croomia pauciflora/Carludovica palmata/Tofieldia calyculata/Orontium aquaticum,Ambiguous_taxaPodophyllum peltatumAgapanthus praecox subsp. orientalisPleea tenuifoliaCroomia paucifloraCarludovica palmataTofieldia calyculataOrontium aquaticum Ambiguous_taxa/peltatum/orientalis/tenuifolia/pauciflora/palmata/calyculata/aquaticum(8),Disc.Phy_)Proteobacteria/Ambiguous_taxa(2)
1222,GFFQ01011313.132.1600,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Phlox roemeriana/Nicotiana attenuata/Citrus maxima/Gossypium barbadense (sea-island cotton)/Nicotiana otophora/Ammopiptanthus mongolicus,Phlox roemeriana/Nicotiana attenuata/Citrus maxima/Gossypium barbadense (sea-island cotton)/Nicotiana otophora/Ammopiptanthus mongolicus,Phlox roemerianaNicotiana attenuataCitrus maximaGossypium barbadense (sea-island cotton)Nicotiana otophoraAmmopiptanthus mongolicus roemeriana/attenuata/maxima/cotton)/otophora/mongolicus(6),Disc.Fam_Phlox roemeriana/Nicotiana attenuata/Citrus maxima/Gossypium barbadense (sea-island cotton)/Nicotiana otophora/Ammopiptanthus mongolicus(6)
12253,GQ133435.1.1420,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured bacterium/uncultured prokaryote,uncultured bacterium/uncultured prokaryote,uncultured bacteriumuncultured prokaryote bacterium/prokaryote(2),Disc.Fam_uncultured bacterium/uncultured prokaryote(2)
12256,GQ133638.1.1393,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17/Prolixibacteraceae,uncultured bacterium/Mariniphaga,uncultured bacteriumMariniphaga bacterium(1),Disc.Fam_Bacteroidetes vadinHA17/Prolixibacteraceae(2)
12337,GQ231541.1.1478,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/uncultured marine eukaryote,Ambiguous_taxa/uncultured marine eukaryote,Ambiguous_taxauncultured marine eukaryote Ambiguous_taxa/eukaryote(2),Disc.Fam_Ambiguous_taxa/uncultured marine eukaryote(2)
12387,GQ302542.1.1456,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured cyanobacterium/Ambiguous_taxa,uncultured cyanobacterium/Ambiguous_taxa,uncultured cyanobacteriumAmbiguous_taxa cyanobacterium/Ambiguous_taxa(2),Disc.Fam_uncultured cyanobacterium/Ambiguous_taxa(2)
12434,GQ356142.1.1464,Bacteria,Verrucomicrobia,Verrucomicrobiae,LD1-PB3,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
12444,GQ358423.1.1365,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,uncultured/Ruminococcus 1,unculturedRuminococcus 1 bacterium(1),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
12465,GQ396921.1.1479,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,uncultured bacterium/Ambiguous_taxa,uncultured bacterium/Ambiguous_taxa,uncultured bacteriumAmbiguous_taxa bacterium/Ambiguous_taxa(2),Disc.Fam_uncultured bacterium/Ambiguous_taxa(2)
12555,GQ500763.1.1454,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis/Hyphomicrobiaceae,uncultured/Hyphomicrobium,unculturedHyphomicrobium bacterium(1),Disc.Fam_Rhizobiales Incertae Sedis/Hyphomicrobiaceae(2)
12561,GQ502470.1.1391,Bacteria,Actinobacteria,Coriobacteriia,OPB41,uncultured actinobacterium/uncultured bacterium,uncultured actinobacterium/uncultured bacterium,uncultured actinobacteriumuncultured bacterium actinobacterium/bacterium(2),Disc.Fam_uncultured actinobacterium/uncultured bacterium(2)
12571,GQ850572.1.1522,Bacteria,Planctomycetes,OM190,uncultured planctomycete/uncultured bacterium,uncultured planctomycete/uncultured bacterium,uncultured planctomycete/uncultured bacterium,uncultured planctomyceteuncultured bacterium planctomycete/bacterium(2),Disc.Ord_uncultured planctomycete/uncultured bacterium(2)
12593,GQ898621.1.1494,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae/Ruminococcaceae,Christensenellaceae R-7 group/Ruminococcaceae UCG-011,Christensenellaceae R-7 groupRuminococcaceae UCG-011 Ambiguous_taxa/bacterium(2),Disc.Fam_Christensenellaceae/Ruminococcaceae(2)
12627,GU061232.1.1394,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II/Clade I,Ambiguous_taxa/uncultured,Ambiguous_taxauncultured Ambiguous_taxa/proteobacterium(2),Disc.Fam_Clade II/Clade I(2)
12650,GU127865.1.1427,Archaea,Thaumarchaeota,Group 1.1c,Ambiguous_taxa/uncultured crenarchaeote,Ambiguous_taxa/uncultured crenarchaeote,Ambiguous_taxa/uncultured crenarchaeote,Ambiguous_taxauncultured crenarchaeote Ambiguous_taxa/crenarchaeote(2),Disc.Ord_Ambiguous_taxa/uncultured crenarchaeote(2)
12653,GU137389.1.1341,Archaea,uncultured,uncultured archaeon/uncultured korarchaeote,uncultured archaeon/uncultured korarchaeote,uncultured archaeon/uncultured korarchaeote,uncultured archaeon/uncultured korarchaeote,uncultured archaeonuncultured korarchaeote archaeon/korarchaeote(2),Disc.Class_)uncultured archaeon/uncultured korarchaeote(2)
12675,GU179936.1.1413,Bacteria,Patescibacteria,WS6 (Dojkabacteria),uncultured candidate division WS6 bacterium/uncultured anaerobic bacterium,uncultured candidate division WS6 bacterium/uncultured anaerobic bacterium,uncultured candidate division WS6 bacterium/uncultured anaerobic bacterium,uncultured candidate division WS6 bacteriumuncultured anaerobic bacterium bacterium(1),Disc.Ord_uncultured candidate division WS6 bacterium/uncultured anaerobic bacterium(2)
12687,GU208219.1.1518,Bacteria,Acidobacteria,Subgroup 17,Ambiguous_taxa/uncultured soil bacterium,Ambiguous_taxa/uncultured soil bacterium,Ambiguous_taxa/uncultured soil bacterium,Ambiguous_taxauncultured soil bacterium Ambiguous_taxa/bacterium(2),Disc.Ord_Ambiguous_taxa/uncultured soil bacterium(2)
12697,GU220765.1.1464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales/Parvibaculales,Methyloligellaceae/PS1 clade,uncultured/uncultured bacterium,uncultureduncultured bacterium bacterium(1),Disc.Ord_Rhizobiales/Parvibaculales(2)
12727,GU303554.1.1499,Bacteria,Firmicutes/Fibrobacteres,Clostridia/Fibrobacteria,Clostridiales/Fibrobacterales,Lachnospiraceae/Fibrobacteraceae,Acetitomaculum/Fibrobacter,AcetitomaculumFibrobacter bacterium(1),Disc.Phy_)Firmicutes/Fibrobacteres(2)
12739,GU304505.1.1511,Bacteria,Synergistetes/Firmicutes,Synergistia/Clostridia,Synergistales/Clostridiales,Synergistaceae/Christensenellaceae,uncultured/Christensenellaceae R-7 group,unculturedChristensenellaceae R-7 group bacterium(1),Disc.Phy_)Synergistetes/Firmicutes(2)
12741,GU305779.1.1500,Bacteria,Verrucomicrobia,Verrucomicrobiae,uncultured,Ambiguous_taxa/uncultured Opitutae bacterium,Ambiguous_taxa/uncultured Opitutae bacterium,Ambiguous_taxauncultured Opitutae bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured Opitutae bacterium(2)
12815,HAFY01007304.338.1670,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales/Paracaedibacterales,Rhizobiaceae/Paracaedibacteraceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium/uncultured,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobiumuncultured FU22KAK(1),Disc.Ord_Rhizobiales/Paracaedibacterales(2)
12836,HE610120.1.1772,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Ulvophyceae/Oltmansiellopsidales,Ambiguous_taxa/Oltmannsiellopsis,Ambiguous_taxaOltmannsiellopsis Ambiguous_taxa/geminata(2),Disc.Fam_Ulvophyceae/Oltmansiellopsidales(2)
12849,HE681263.1.1518,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI/Family XIII,Parvimonas/uncultured,Parvimonasuncultured bacterium/Ambiguous_taxa(2),Disc.Fam_Family XI/Family XIII(2)
12866,HE804507.1.1437,Bacteria,Actinobacteria,Coriobacteriia,OPB41,uncultured bacterium/uncultured Coriobacteriaceae bacterium,uncultured bacterium/uncultured Coriobacteriaceae bacterium,uncultured bacteriumuncultured Coriobacteriaceae bacterium bacterium(1),Disc.Fam_uncultured bacterium/uncultured Coriobacteriaceae bacterium(2)
12876,HE985111.1.1425,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,Ambiguous_taxa/uncultured Chloroflexi bacterium,Ambiguous_taxa/uncultured Chloroflexi bacterium,Ambiguous_taxauncultured Chloroflexi bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured Chloroflexi bacterium(2)
12886,HF922245.1.1365,Archaea,Crenarchaeota,Bathyarchaeia,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Ord_Ambiguous_taxa/uncultured archaeon(2)
1289,LC028667.1.1507,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae/Lachnospiraceae,Ruminococcaceae UCG-005/[Eubacterium] oxidoreducens group,Ruminococcaceae UCG-005[Eubacterium] oxidoreducens group bacterium(1),Disc.Fam_Ruminococcaceae/Lachnospiraceae(2)
12958,HM041948.1.1547,Bacteria,Atribacteria,JS1,uncultured candidate division JS1 bacterium/terrestrial metagenome,uncultured candidate division JS1 bacterium/terrestrial metagenome,uncultured candidate division JS1 bacterium/terrestrial metagenome,uncultured candidate division JS1 bacteriumterrestrial metagenome bacterium/metagenome(2),Disc.Ord_uncultured candidate division JS1 bacterium/terrestrial metagenome(2)
12967,HM061913.1.1474,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxa/uncultured Acidobacteria bacterium,Ambiguous_taxauncultured Acidobacteria bacterium Ambiguous_taxa/bacterium(2),Disc.Ord_Ambiguous_taxa/uncultured Acidobacteria bacterium(2)
12974,HM062439.1.1449,Bacteria,Acidobacteria,Subgroup 5,uncultured Acidobacteria bacterium/uncultured bacterium,uncultured Acidobacteria bacterium/uncultured bacterium,uncultured Acidobacteria bacterium/uncultured bacterium,uncultured Acidobacteria bacteriumuncultured bacterium bacterium(1),Disc.Ord_uncultured Acidobacteria bacterium/uncultured bacterium(2)
12993,HM124008.1.1506,Bacteria,Proteobacteria/Firmicutes,Gammaproteobacteria/Clostridia,Betaproteobacteriales/Clostridiales,Burkholderiaceae/Lachnospiraceae,Parasutterella/Lachnospiraceae NK4A136 group,ParasutterellaLachnospiraceae NK4A136 group bacterium(1),Disc.Phy_)Proteobacteria/Firmicutes(2)
13001,HM127595.1.1404,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium/uncultured marine eukaryote,uncultured bacterium/uncultured marine eukaryote,uncultured bacteriumuncultured marine eukaryote bacterium/eukaryote(2),Disc.Fam_uncultured bacterium/uncultured marine eukaryote(2)
13029,HM243763.1.1450,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Aulacoseira granulata var. angustissima,Ambiguous_taxa/Aulacoseira granulata var. angustissima,Ambiguous_taxaAulacoseira granulata var. angustissima Ambiguous_taxa/angustissima(2),Disc.Fam_Ambiguous_taxa/Aulacoseira granulata var. angustissima(2)
13030,HM243777.1.1522,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,Ambiguous_taxa/uncultured prokaryote,Ambiguous_taxa/uncultured prokaryote,Ambiguous_taxauncultured prokaryote Ambiguous_taxa/prokaryote(2),Disc.Fam_Ambiguous_taxa/uncultured prokaryote(2)
1307,AB798834.1.1420,Archaea,Asgardaeota/Ambiguous_taxa,Ambiguous_taxa/Lokiarchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon archaeon(1),Disc.Phy_)Asgardaeota/Ambiguous_taxa(2)
1308,AB824412.1.1539,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae/Ruminococcaceae,Christensenellaceae R-7 group/Ruminococcaceae UCG-011,Christensenellaceae R-7 groupRuminococcaceae UCG-011 Ambiguous_taxa/bacterium(2),Disc.Fam_Christensenellaceae/Ruminococcaceae(2)
